"Frequency / Hz","Vm4:Measured voltage","Vm4:Measured voltage"
100,-0.00096563522242883865,-0.48501329444508567
200,0.0060892571343809307,-1.1619631027412911
300,0.00097719353319831873,-1.7289752792896185
400,0.001973574361435844,-2.2508918316770834
500,-0.0060218843258118843,-2.9850885410090706
600,0.00060018162671452758,-3.5338545476973504
700,0.0010857292410927776,-4.1318531838217885
800,-0.010253725783462505,-4.6494774215402739
900,-0.015394426951436953,-5.2422034332620617
1000,-0.024305545264673604,-5.9403468967421249
1100,-0.013200624884152469,-6.4741251932490593
1200,-0.01590675803357634,-6.9518503426900065
1300,-0.021025642920384148,-7.4432425529714576
1400,-0.0226924172348613,-7.9226887715169729
1500,-0.034784977048681907,-8.5007943107606412
1600,-0.0041872225378667928,-9.2555857488584792
1700,-0.0053978605317053447,-9.6741060540677246
1800,0.0010597937424975433,-10.277618987032115
1900,-0.0028341885328309574,-10.864601689863248
2000,-0.010960231805576488,-11.285803663395139
2100,-0.022395531943124256,-11.908622557064993
2200,0.0049155717043538188,-12.551861975192285
2300,0.013122087051813862,-13.062950096472328
2400,0.027026250996998024,-13.666169723260252
2500,0.017319781668227445,-14.333212401967701
2600,0.016092092270472487,-14.732649175800278
2700,0.012786479747353386,-15.363382694592399
2800,0.023865844838955836,-15.963744448118009
2900,0.034228569270488743,-16.635184358381462
3000,0.047446445347715818,-17.151151935068913
3100,0.055258309655530136,-17.838768583316533
3200,0.078443214310534443,-18.271809856082207
3300,0.079060074612023412,-18.84144611299844
3400,0.089172516597931531,-19.376202896688469
3500,0.093174619015592069,-19.945900776121022
3600,0.098007195196832403,-20.700093049495244
3700,0.092769528537428203,-21.215690961427438
3800,0.11040835643900052,-21.80253638839698
3900,0.12671264584309236,-22.457786077718378
4000,0.15112482377717634,-23.326985042909968
4100,0.17285120190664779,-23.758748856966132
4200,0.18113202508170329,-24.298947677601728
4300,0.20924522091708325,-24.962444322405222
4400,0.19480149928810259,-25.557282463962029
4500,0.22255842402211876,-26.147404652791376
4600,0.20972313454331123,-26.568285506944779
4700,0.20022175780300933,-27.310583533752506
4800,0.22560196212201949,-27.947913292576363
4900,0.21314804489673272,-28.427887402749342
5000,0.2436832347832647,-29.074939594370875
5100,0.23377754813204837,-29.74270551326736
5200,0.22143012710284724,-30.529024224351588
5300,0.26188702230196614,-31.188368056891438
5400,0.26811151364256425,-31.672795671464741
5500,0.26756751369075049,-32.478528101800649
5600,0.26358684618071804,-33.055129900522871
5700,0.24529233189111849,-33.784564949586738
5800,0.2710635589764398,-34.601005754988435
5900,0.29042570269733803,-34.987590884423639
6000,0.28961865503281731,-35.818979322349016
6100,0.29730541409150896,-36.434522766758072
6200,0.29730509956657447,-37.061891094304691
6300,0.30264164204734867,-37.909417472580316
6400,0.31853708988507978,-38.664116708383204
6500,0.3250682868681678,-39.111013497027599
6600,0.33373315190787323,-39.869507301673835
6700,0.34535922915097439,-40.584292230507778
6800,0.36623247691524757,-41.323089207893375
6900,0.35791665274959039,-42.046040051766077
7000,0.35606039548691581,-42.780215215185393
7100,0.37917803204183986,-43.411194487136697
7200,0.39470844613832667,-44.170465167313232
7300,0.42113091705955974,-44.895192652943713
7400,0.43182447971185334,-45.714933800873396
7500,0.44984740921075606,-46.367586540478051
7600,0.46905881515955272,-46.875680803060298
7700,0.47446227931914547,-47.595145896207612
7800,0.48424170479969303,-48.442743276597795
7900,0.50492355538566369,-49.240269622844501
8000,0.50569388845036745,-50.086903892274513
8100,0.50346205190834703,-50.941661084015152
8200,0.54314905176212913,-51.928645553318695
8300,0.5643262630915048,-52.792292373752588
8400,0.57870856611313937,-53.523123506517948
8500,0.56744648834764833,-54.213915911868206
8600,0.58155546116129075,-55.024172516103114
8700,0.59858640551762932,-55.785908135548986
8800,0.54626948340118353,-56.134714168441391
8900,0.53249355175056068,-56.931786293220831
9000,0.53927986497125724,-57.729301607094243
9100,0.54390740736760379,-58.443671418491867
9200,0.51985761569083755,-59.138978219675749
9300,0.48105669300601273,-59.790518077510661
9400,0.48086826121060189,-60.932148506943619
9500,0.47035410643857795,-61.671209162564345
9600,0.44125770114999679,-62.403340331166667
9700,0.41889952897220795,-63.170650040596591
9800,0.38556193980312237,-64.00130723198771
9900,0.34033899233249076,-64.894932033229168
10000,0.36275556085990762,-65.613856228355431
11000,0.20335793630748067,-73.922340800747733
12000,0.14016427333246348,-82.632026770754607
13000,-0.18401142983009111,-91.569417359335887
14000,-0.7843853592022596,-98.281079653666851
15000,-1.366036533142617,-105.99206056229453
16000,-1.6940333134837393,-114.25903857101541
17000,-2.3199412962001689,-123.1194860922439
18000,-3.0860339749964139,-126.90974839773344
19000,-3.9368363096711279,-131.72300863916823
20000,-4.3738720978048748,-139.11446558567658
21000,-5.0999848744077605,-146.52551704274495
22000,-5.6768218242568391,-148.6908991402853
23000,-6.501051519226384,-151.13198811836332
24000,-6.9635567770282574,-157.14490256083758
25000,-7.5958011182267127,-163.06641368142189
